bairro,densidade_pop,idh,dist_ubs_km,historico_atendimentos,pct_exames_pendentes,populacao_infantil_pct,dia_semana_cadastro,latitude,longitude,demanda
Santana,12174.0,0.7219,0.946,4,0.2815,0.2726,2,-23.502119,-46.618389,Media
Santana,9492.24,0.7599,0.956,16,0.3861,0.2868,5,-23.50853,-46.636279,Alta
Vila Madalena,10325.56,0.9155,2.155,7,0.24,0.2374,5,-23.555564,-46.682423,Baixa
Vila Madalena,12547.98,0.9028,1.732,8,0.5111,0.165,2,-23.553716,-46.689561,Media
Vila Madalena,13392.27,0.9315,2.307,8,0.1626,0.1883,2,-23.551592,-46.691316,Baixa
Vila Madalena,10966.26,0.912,1.808,10,0.6335,0.2841,1,-23.557896,-46.692828,Media
Vila Madalena,10701.36,0.8997,1.743,8,0.1685,0.2498,6,-23.55511,-46.693391,Baixa
Vila Madalena,13543.81,0.9304,1.772,8,0.3035,0.2548,1,-23.549844,-46.692504,Baixa
Vila Madalena,12884.21,0.9487,1.917,9,0.0599,0.2235,5,-23.556631,-46.69444,Baixa
Vila Madalena,11532.06,0.9519,1.87,11,0.8167,0.1837,4,-23.55581,-46.695159,Alta
Vila Madalena,13678.18,0.9174,1.796,11,0.2104,0.1978,4,-23.550603,-46.690485,Media
Vila Madalena,12443.95,0.9328,2.079,7,0.4564,0.241,6,-23.548948,-46.696682,Media
Vila Madalena,13231.37,0.9028,1.749,11,0.0279,0.1592,4,-23.556047,-46.691787,Baixa
Vila Madalena,11802.21,0.9566,1.871,12,0.3471,0.2175,3,-23.558144,-46.693103,Baixa
Vila Madalena,14015.89,0.927,2.515,8,0.2264,0.1937,0,-23.555628,-46.686256,Baixa
Vila Madalena,12447.31,0.9063,1.783,13,0.4167,0.2035,2,-23.550129,-46.690845,Baixa
Vila Madalena,10853.68,0.9257,2.018,7,0.3199,0.2115,3,-23.561314,-46.69244,Baixa
Vila Madalena,15317.21,0.9269,1.753,8,0.7264,0.1829,2,-23.556142,-46.691542,Baixa
Vila Madalena,10817.78,0.8835,1.731,8,0.1746,0.1342,4,-23.559863,-46.689913,Baixa
Vila Madalena,13014.08,0.9542,1.896,6,0.3151,0.1998,1,-23.552802,-46.698509,Baixa
Vila Madalena,11808.49,0.9269,2.15,4,0.2336,0.2069,3,-23.558029,-46.698078,Baixa
Vila Madalena,9031.89,0.8927,2.045,7,0.1357,0.1439,1,-23.562491,-46.679768,Baixa
Vila Madalena,10969.76,0.8891,2.04,9,0.7524,0.2078,0,-23.555982,-46.695256,Alta
Vila Madalena,13134.28,0.9254,1.825,10,0.5825,0.1822,2,-23.550624,-46.690243,Media
Vila Madalena,13136.25,0.9429,1.79,10,0.263,0.1781,2,-23.550885,-46.685815,Baixa
Vila Madalena,14503.39,0.92,2.319,13,0.1649,0.2213,0,-23.558199,-46.687084,Media
Vila Madalena,11298.2,0.9084,2.12,14,0.2675,0.1678,5,-23.55749,-46.697174,Baixa
Perdizes,11732.34,0.8959,0.479,9,0.343,0.2021,3,-23.54183,-46.67811,Baixa
Perdizes,13394.74,0.8394,0.749,8,0.1647,0.1861,4,-23.532742,-46.676229,Baixa
Perdizes,10854.89,0.8489,0.466,8,0.6189,0.2435,3,-23.531969,-46.673192,Media
Perdizes,13765.28,0.867,0.907,15,0.5274,0.2298,3,-23.535991,-46.681783,Media
Perdizes,11403.77,0.831,0.68,15,0.0809,0.1838,3,-23.526806,-46.675088,Baixa
Perdizes,12474.21,0.848,0.418,13,0.1777,0.215,6,-23.535804,-46.677708,Baixa
Perdizes,13298.45,0.8733,0.65,10,0.1733,0.1886,4,-23.535724,-46.679121,Baixa
Perdizes,12593.85,0.8604,1.055,10,0.3516,0.2002,3,-23.54035,-46.669462,Baixa
Perdizes,12851.64,0.8791,0.501,12,0.178,0.3338,6,-23.541627,-46.680925,Media
Perdizes,10087.93,0.8729,0.555,14,0.2171,0.3125,0,-23.539558,-46.671121,Baixa
Perdizes,14649.56,0.8135,0.831,13,0.2955,0.1896,0,-23.532927,-46.678532,Alta
Perdizes,11766.46,0.8472,0.61,7,0.4418,0.2709,3,-23.541633,-46.673251,Baixa
Perdizes,11155.68,0.8605,0.573,12,0.1339,0.2094,4,-23.539703,-46.6679,Baixa
Perdizes,12876.33,0.8251,0.989,8,0.1791,0.1857,4,-23.540599,-46.673194,Media
Perdizes,14313.49,0.8886,0.527,15,0.1162,0.2731,3,-23.537432,-46.678731,Baixa
Perdizes,11968.54,0.8405,0.513,9,0.1485,0.3378,5,-23.537945,-46.673078,Baixa
Perdizes,12183.46,0.8699,0.608,5,0.1808,0.138,1,-23.536209,-46.679045,Media
Perdizes,13545.77,0.8221,1.026,8,0.1822,0.2217,4,-23.536297,-46.672231,Media
Perdizes,12554.72,0.8592,0.804,14,0.2305,0.1855,6,-23.535814,-46.665249,Baixa
Perdizes,14092.23,0.8485,0.739,16,0.4098,0.2313,3,-23.538194,-46.671796,Media
Perdizes,11462.06,0.8625,0.705,14,0.2182,0.1983,3,-23.546983,-46.678953,Baixa
Perdizes,10128.72,0.8815,0.725,7,0.3572,0.1864,6,-23.540188,-46.678997,Baixa
Perdizes,14471.81,0.8687,0.445,6,0.2859,0.2583,6,-23.539691,-46.679792,Media
Perdizes,8926.04,0.89,0.63,8,0.5964,0.2407,3,-23.540009,-46.682869,Media
Perdizes,14656.85,0.8446,0.413,10,0.178,0.3246,4,-23.54969,-46.673369,Baixa
Higienópolis,12608.38,0.8806,0.797,8,0.1794,0.1452,0,-23.546418,-46.662666,Baixa
Higienópolis,14219.0,0.8669,0.923,14,0.3774,0.2489,2,-23.546242,-46.660355,Baixa
Higienópolis,12276.59,0.8763,1.392,10,0.1691,0.1072,2,-23.544964,-46.655404,Baixa
Higienópolis,10929.55,0.8717,0.808,11,0.1819,0.3177,4,-23.545305,-46.659849,Baixa
Higienópolis,9371.79,0.8638,1.072,15,0.4219,0.1632,1,-23.538142,-46.653622,Media
Higienópolis,10380.76,0.8316,0.821,13,0.4947,0.2561,5,-23.548417,-46.654945,Baixa
Higienópolis,15046.94,0.8431,0.836,9,0.1235,0.1968,3,-23.55207,-46.664333,Media
Higienópolis,11953.02,0.8747,0.987,7,0.428,0.1351,4,-23.547676,-46.654268,Baixa
Higienópolis,12404.13,0.8607,1.041,5,0.2226,0.1489,0,-23.550478,-46.663019,Baixa
Higienópolis,12907.38,0.8903,1.198,11,0.2131,0.229,0,-23.542761,-46.660115,Baixa
Higienópolis,10554.9,0.8921,1.07,7,0.2419,0.29,2,-23.546966,-46.661843,Media
Higienópolis,10635.04,0.8708,0.903,7,0.1565,0.2743,4,-23.542069,-46.655308,Baixa
Higienópolis,12178.99,0.8755,1.509,14,0.113,0.2456,3,-23.545712,-46.660583,Baixa
Higienópolis,13235.36,0.8909,0.846,7,0.1386,0.1748,1,-23.551849,-46.656383,Baixa
Higienópolis,11933.61,0.8482,1.427,11,0.1409,0.1849,1,-23.538992,-46.654252,Baixa
Higienópolis,11275.78,0.8555,0.963,8,0.4454,0.2605,5,-23.548445,-46.666694,Baixa
Higienópolis,13128.94,0.8546,0.822,8,0.0985,0.2916,4,-23.542457,-46.656549,Baixa
Higienópolis,10403.06,0.9116,0.783,10,0.248,0.2336,5,-23.551834,-46.655176,Baixa
Higienópolis,8610.4,0.8761,1.154,14,0.4983,0.3091,3,-23.538882,-46.656201,Baixa
Higienópolis,13838.65,0.8849,1.158,14,0.3292,0.2451,4,-23.562365,-46.657106,Media
Higienópolis,13320.29,0.8885,0.812,8,0.2949,0.0981,0,-23.549386,-46.654195,Baixa
Higienópolis,13853.17,0.8686,0.826,10,0.212,0.1971,5,-23.539271,-46.6568,Media
Higienópolis,13787.08,0.8698,1.042,15,0.3643,0.2173,2,-23.544213,-46.658578,Baixa
Higienópolis,11064.59,0.8795,1.17,8,0.3202,0.1925,0,-23.561062,-46.663014,Baixa
Higienópolis,13537.72,0.9303,1.113,6,0.3517,0.2594,2,-23.550491,-46.663167,Baixa
Liberdade,17420.94,0.8005,0.571,10,0.3968,0.2179,3,-23.558994,-46.639825,Media
Liberdade,16596.71,0.8275,0.495,7,0.2043,0.2235,6,-23.561805,-46.640725,Media
Liberdade,16413.17,0.7916,0.381,15,0.4798,0.2149,0,-23.555909,-46.635242,Alta
Liberdade,18932.45,0.8296,0.326,7,0.1117,0.1889,4,-23.561946,-46.639545,Baixa
Liberdade,14700.45,0.7984,0.27,11,0.3905,0.2381,4,-23.559169,-46.630604,Alta
Liberdade,18140.35,0.8242,0.358,12,0.3309,0.1797,2,-23.555941,-46.633868,Baixa
Liberdade,18615.22,0.8128,0.476,12,0.3652,0.0827,5,-23.558954,-46.637783,Alta
Liberdade,18645.31,0.829,0.308,8,0.2394,0.108,1,-23.560642,-46.636018,Media
Liberdade,18300.82,0.8084,0.455,11,0.2533,0.2326,6,-23.564851,-46.641253,Media
Liberdade,18250.68,0.7891,0.286,9,0.5077,0.1707,4,-23.561432,-46.635104,Media
Liberdade,17402.77,0.8812,0.693,11,0.2449,0.23,4,-23.549507,-46.637703,Baixa
Liberdade,16595.55,0.8371,0.426,10,0.285,0.1775,6,-23.557134,-46.63566,Baixa
Liberdade,14972.54,0.7929,0.215,6,0.0423,0.2771,6,-23.556949,-46.631769,Baixa
Liberdade,16311.95,0.8151,0.219,8,0.5821,0.1898,2,-23.561542,-46.636329,Media
Liberdade,16371.06,0.8254,0.217,11,0.3944,0.1864,4,-23.561629,-46.63221,Media
Liberdade,16272.15,0.811,0.285,12,0.1514,0.1393,6,-23.562371,-46.646074,Baixa
Liberdade,18751.71,0.8037,0.332,6,0.0741,0.2651,4,-23.562388,-46.635877,Media
Liberdade,16649.3,0.8176,0.823,11,0.5252,0.2088,0,-23.56668,-46.633024,Alta
Liberdade,17713.64,0.8374,0.472,11,0.207,0.229,3,-23.564695,-46.641206,Media
Liberdade,18356.54,0.8152,0.385,11,0.2359,0.2421,2,-23.560444,-46.63487,Media
Liberdade,16693.29,0.8559,0.565,10,0.1666,0.2507,3,-23.557159,-46.638228,Alta
Liberdade,17056.97,0.7824,0.219,11,0.571,0.2153,4,-23.562577,-46.633498,Media
Liberdade,15318.62,0.8312,0.57,15,0.184,0.2614,3,-23.565275,-46.643076,Baixa
Liberdade,18745.06,0.8465,0.308,9,0.5654,0.2328,2,-23.567055,-46.632502,Baixa
Liberdade,17506.99,0.805,0.368,10,0.4748,0.2765,1,-23.559087,-46.64511,Media
Aclimação,14817.15,0.7343,0.47,11,0.3724,0.1995,3,-23.576546,-46.629663,Alta
Aclimação,13636.65,0.7836,0.623,10,0.1982,0.2493,4,-23.579558,-46.618497,Baixa
Aclimação,14533.06,0.748,0.316,10,0.3969,0.1861,0,-23.568856,-46.622613,Baixa
Aclimação,15074.83,0.7699,0.214,11,0.188,0.1405,0,-23.568877,-46.632076,Media
Aclimação,15075.21,0.7828,0.58,10,0.3038,0.1945,1,-23.576953,-46.623583,Media
Aclimação,15544.11,0.7613,0.319,10,0.4669,0.261,0,-23.571264,-46.622931,Alta
Aclimação,14973.38,0.7474,0.43,6,0.6087,0.2652,0,-23.576246,-46.628015,Media
Aclimação,14532.61,0.7972,0.243,3,0.2939,0.2236,4,-23.576242,-46.623991,Baixa
Aclimação,13576.46,0.7573,0.287,15,0.2838,0.2176,0,-23.561431,-46.629387,Media
Aclimação,13962.38,0.8016,0.323,7,0.2137,0.209,2,-23.564476,-46.632879,Media
Aclimação,11749.45,0.7621,0.808,15,0.0737,0.2738,6,-23.559441,-46.632735,Media
Aclimação,12587.18,0.7564,0.681,9,0.1998,0.207,1,-23.57194,-46.629175,Media
Aclimação,15096.84,0.777,0.693,9,0.1859,0.1489,2,-23.57264,-46.628414,Baixa
Aclimação,16126.41,0.7666,0.343,10,0.2743,0.1516,2,-23.572616,-46.625933,Media
Aclimação,13031.83,0.786,0.339,14,0.3707,0.2993,2,-23.574803,-46.627989,Media
Aclimação,16344.66,0.7507,0.224,13,0.4401,0.1888,6,-23.571266,-46.635401,Media
Aclimação,14168.99,0.8091,0.47,8,0.0512,0.2154,6,-23.57316,-46.632782,Baixa
Aclimação,13620.69,0.818,0.834,10,0.1739,0.3698,6,-23.569855,-46.624917,Baixa
Aclimação,14069.08,0.7768,0.512,9,0.2014,0.2236,1,-23.576859,-46.631,Media
Aclimação,14282.33,0.7724,0.342,15,0.1273,0.2003,2,-23.569101,-46.624299,Media
Aclimação,13248.27,0.7658,0.36,8,0.3803,0.1211,2,-23.564231,-46.62604,Media
Aclimação,14484.55,0.797,0.214,11,0.392,0.3222,2,-23.572193,-46.632413,Baixa
Aclimação,12799.41,0.7835,0.255,17,0.2837,0.3821,5,-23.565727,-46.626376,Baixa
Aclimação,13758.22,0.7593,0.627,7,0.3333,0.1456,0,-23.568384,-46.623483,Media
Aclimação,14701.19,0.7867,0.494,10,0.1041,0.2495,5,-23.574306,-46.637229,Baixa
Saúde,8883.53,0.8356,1.178,7,0.4172,0.2664,2,-23.614198,-46.643087,Baixa
Saúde,14813.52,0.8029,1.094,10,0.2243,0.1795,3,-23.611659,-46.632642,Media
Saúde,13878.21,0.8263,1.104,9,0.4997,0.2111,0,-23.611237,-46.634805,Media
Saúde,8275.01,0.8227,1.139,13,0.1686,0.3211,0,-23.620671,-46.635967,Baixa
Saúde,11753.75,0.8073,1.183,7,0.3485,0.2357,2,-23.61566,-46.637598,Media
Saúde,8144.95,0.7985,1.087,7,0.2338,0.1787,5,-23.616624,-46.63426,Media
Saúde,11085.96,0.7574,1.192,14,0.3163,0.3197,5,-23.607527,-46.638573,Media
Saúde,12297.61,0.8317,1.155,7,0.2758,0.2894,2,-23.618183,-46.639854,Media
Saúde,13010.05,0.816,1.263,10,0.6483,0.1735,3,-23.608578,-46.645713,Media
Saúde,9929.48,0.7637,1.149,15,0.3231,0.2566,1,-23.623217,-46.638575,Media
Saúde,12905.94,0.8008,1.539,10,0.3612,0.1378,5,-23.611807,-46.639894,Baixa
Saúde,12586.75,0.7719,1.423,8,0.1144,0.1446,4,-23.615023,-46.644033,Baixa
Saúde,9764.49,0.8165,1.266,7,0.3129,0.2564,0,-23.610791,-46.642139,Baixa
Saúde,11121.27,0.7641,1.452,9,0.2185,0.2485,0,-23.62588,-46.632227,Baixa
Saúde,12521.16,0.8086,1.231,9,0.3868,0.1961,3,-23.618532,-46.637254,Media
Saúde,9849.87,0.7749,1.254,8,0.2028,0.3154,3,-23.620119,-46.643529,Baixa
Saúde,10790.56,0.7817,1.77,12,0.1356,0.1953,1,-23.622053,-46.642312,Baixa
Saúde,9754.24,0.7976,1.217,11,0.3268,0.2852,0,-23.624305,-46.6417,Baixa
Saúde,10567.37,0.788,1.086,9,0.1002,0.2624,1,-23.62365,-46.636324,Alta
Saúde,10830.8,0.8004,1.074,7,0.2272,0.1753,0,-23.62765,-46.635776,Baixa
Saúde,11371.17,0.7719,1.175,6,0.1437,0.2369,5,-23.613007,-46.63939,Baixa
Saúde,10223.05,0.8073,1.115,15,0.5068,0.2406,4,-23.604154,-46.636363,Baixa
Saúde,10012.52,0.7696,1.216,5,0.1819,0.1418,5,-23.610976,-46.639013,Media
Saúde,10460.57,0.8042,1.317,5,0.4653,0.2279,0,-23.619422,-46.634684,Media
Saúde,9683.51,0.7924,1.083,11,0.2923,0.1842,5,-23.618266,-46.630151,Media
Vila Olímpia,10116.52,0.9095,2.2,12,0.0974,0.2005,6,-23.595536,-46.687514,Baixa
Vila Olímpia,12717.23,0.9119,2.896,6,0.0368,0.05,4,-23.585409,-46.69698,Baixa
Vila Olímpia,7850.28,0.9417,2.417,14,0.296,0.1994,2,-23.604307,-46.683541,Baixa
Vila Olímpia,13702.58,0.9463,2.732,14,0.0575,0.2589,5,-23.597741,-46.687863,Media
Vila Olímpia,11509.82,0.8723,2.138,10,0.2737,0.2152,5,-23.593412,-46.687931,Baixa
Vila Olímpia,12792.53,0.8983,2.302,10,0.1647,0.2625,2,-23.585523,-46.688899,Baixa
Vila Olímpia,10517.68,0.8938,2.656,6,0.2081,0.2065,1,-23.587814,-46.683705,Baixa
Vila Olímpia,12381.29,0.9553,2.255,10,0.4754,0.2706,1,-23.594166,-46.690985,Media
Vila Olímpia,7310.35,0.9286,2.25,11,0.159,0.2298,3,-23.603552,-46.689717,Baixa
Vila Olímpia,10005.02,0.9342,2.783,6,0.5042,0.2531,0,-23.589327,-46.683172,Baixa
Vila Olímpia,12883.5,0.9339,2.332,7,0.0711,0.2394,3,-23.593377,-46.681414,Baixa
Vila Olímpia,10699.63,0.9342,2.207,14,0.1494,0.1902,1,-23.596737,-46.686337,Baixa
Vila Olímpia,14486.2,0.9015,2.167,11,0.2531,0.2359,5,-23.594416,-46.686147,Baixa
Vila Olímpia,11109.41,0.9375,2.219,14,0.1012,0.1744,3,-23.588126,-46.681367,Baixa
Vila Olímpia,11344.42,0.9118,2.473,7,0.6765,0.1965,1,-23.601971,-46.683495,Alta
Vila Olímpia,11541.85,0.9336,2.249,9,0.2782,0.2336,1,-23.592808,-46.685292,Baixa
Vila Olímpia,10014.26,0.9036,2.18,6,0.1613,0.1931,4,-23.600547,-46.685957,Baixa
Vila Olímpia,10791.27,0.9153,2.188,7,0.0932,0.244,1,-23.591336,-46.682189,Baixa
Vila Olímpia,12862.77,0.9402,2.147,17,0.4631,0.259,5,-23.595107,-46.681316,Media
Vila Olímpia,13806.97,0.9376,2.497,10,0.246,0.2056,6,-23.592696,-46.676911,Media
Vila Olímpia,15679.91,0.9148,2.189,11,0.5106,0.2779,5,-23.58934,-46.688811,Baixa
Vila Olímpia,11918.43,0.9103,2.37,14,0.5787,0.3053,1,-23.596256,-46.681066,Media
Vila Olímpia,11683.17,0.9118,2.308,7,0.368,0.1923,0,-23.595811,-46.686323,Baixa
Vila Olímpia,11648.64,0.9456,2.151,9,0.4463,0.2123,4,-23.59343,-46.686709,Baixa
Vila Olímpia,12686.09,0.914,2.224,9,0.7704,0.2148,3,-23.590521,-46.684044,Alta
Morumbi,9067.79,0.8464,0.958,7,0.5473,0.0811,0,-23.611117,-46.717783,Media
Morumbi,10671.29,0.8335,1.445,9,0.3153,0.259,1,-23.609242,-46.715792,Baixa
Morumbi,6993.9,0.8431,0.961,6,0.4582,0.2963,3,-23.601119,-46.722999,Baixa
Morumbi,11054.82,0.8503,0.484,12,0.171,0.0961,2,-23.599158,-46.722807,Baixa
Morumbi,9369.37,0.8417,0.631,7,0.12,0.2302,1,-23.600874,-46.722267,Baixa
Morumbi,10008.03,0.8686,1.378,13,0.07,0.2552,4,-23.598183,-46.721765,Baixa
Morumbi,7628.87,0.8339,0.79,8,0.4396,0.1548,0,-23.608682,-46.719507,Alta
Morumbi,8132.3,0.8531,0.739,9,0.3936,0.2472,4,-23.606036,-46.718213,Baixa
Morumbi,9005.11,0.8939,0.886,11,0.3061,0.2121,3,-23.604005,-46.727985,Baixa
Morumbi,8953.36,0.8911,0.676,6,0.2758,0.2278,5,-23.599505,-46.713786,Baixa
Morumbi,10063.92,0.8584,0.698,7,0.0861,0.224,4,-23.591723,-46.726471,Baixa
Morumbi,6924.07,0.8923,0.726,10,0.2109,0.2556,0,-23.59294,-46.725429,Baixa
Morumbi,7163.93,0.8557,0.583,13,0.5219,0.2178,1,-23.605543,-46.7248,Alta
Morumbi,9559.05,0.8861,0.535,11,0.4927,0.2273,5,-23.605506,-46.719806,Media
Morumbi,7127.49,0.8803,0.821,2,0.4528,0.2057,2,-23.598091,-46.719545,Baixa
Morumbi,8781.69,0.877,0.525,9,0.0793,0.1158,5,-23.602682,-46.714761,Baixa
Morumbi,9631.0,0.8848,1.071,6,0.2554,0.2844,6,-23.603495,-46.725208,Baixa
Morumbi,7327.98,0.8353,0.544,14,0.1008,0.2343,3,-23.605183,-46.721637,Baixa
Morumbi,11519.3,0.8417,0.647,11,0.1624,0.2043,5,-23.593444,-46.720779,Baixa
Morumbi,9149.17,0.8359,1.265,12,0.4365,0.1474,5,-23.600854,-46.72167,Baixa
Morumbi,8752.73,0.8856,0.534,17,0.2422,0.2477,6,-23.606929,-46.725743,Baixa
Morumbi,11333.6,0.854,0.732,11,0.1585,0.2713,3,-23.605107,-46.725128,Baixa
Morumbi,10588.76,0.8755,0.545,7,0.1934,0.2943,2,-23.601897,-46.718206,Media
Morumbi,8651.07,0.8518,0.492,6,0.238,0.2081,4,-23.602855,-46.728583,Baixa
Morumbi,8301.93,0.8306,0.823,7,0.5128,0.2321,2,-23.598408,-46.716964,Baixa
Butantã,11278.38,0.7909,1.518,8,0.4098,0.1627,5,-23.568856,-46.714343,Media
Butantã,10955.89,0.8125,1.296,11,0.1416,0.1122,4,-23.55814,-46.716888,Baixa
Butantã,11682.61,0.791,1.568,10,0.33,0.2252,6,-23.573796,-46.725726,Media
Butantã,9382.94,0.7767,1.217,12,0.5259,0.2695,2,-23.57909,-46.709512,Baixa
Butantã,10740.62,0.7789,1.563,5,0.1781,0.2169,1,-23.573662,-46.7246,Media
Butantã,9202.2,0.8337,1.259,7,0.3179,0.2708,4,-23.563803,-46.719177,Baixa
Butantã,8584.28,0.8091,1.67,8,0.3571,0.1798,1,-23.575927,-46.714058,Baixa
Butantã,10907.47,0.8212,1.376,13,0.1886,0.2106,0,-23.567329,-46.714266,Media
Butantã,12873.32,0.7973,1.738,5,0.6317,0.2512,6,-23.560398,-46.722252,Media
Butantã,10268.85,0.8166,1.227,10,0.1587,0.2456,2,-23.563572,-46.727526,Baixa
Butantã,11892.04,0.8034,1.205,14,0.2854,0.1566,6,-23.57614,-46.716392,Media
Butantã,9823.77,0.8358,1.191,12,0.2864,0.2651,6,-23.576012,-46.721574,Baixa
Butantã,9738.62,0.7822,1.592,6,0.1998,0.2302,5,-23.571245,-46.71257,Alta
Butantã,9559.33,0.8334,1.556,8,0.1795,0.2303,5,-23.565536,-46.716082,Baixa
Butantã,12172.89,0.8425,1.234,12,0.1579,0.1973,5,-23.563684,-46.715998,Baixa
Butantã,10777.05,0.8204,1.283,11,0.4907,0.2239,4,-23.567636,-46.719269,Baixa
Butantã,13445.77,0.866,1.397,9,0.1831,0.1147,4,-23.573722,-46.721238,Baixa
Butantã,10267.28,0.8098,1.286,10,0.3379,0.199,2,-23.571216,-46.71941,Baixa
Butantã,11198.74,0.7747,1.444,13,0.2197,0.2282,2,-23.566131,-46.722796,Media
Butantã,10288.27,0.8163,1.303,11,0.0937,0.2733,3,-23.56564,-46.716958,Baixa
Butantã,12908.89,0.8183,1.459,8,0.127,0.2906,3,-23.576857,-46.725706,Baixa
Butantã,10782.55,0.8094,1.651,6,0.4282,0.3044,4,-23.575785,-46.719972,Alta
Butantã,10872.38,0.7924,1.221,9,0.4107,0.2196,5,-23.579702,-46.717692,Baixa
Butantã,13152.17,0.8051,1.361,13,0.5413,0.2493,2,-23.579015,-46.717552,Alta
Butantã,10589.67,0.7751,1.232,8,0.189,0.2219,0,-23.569084,-46.711409,Baixa
Vila Sônia,14375.59,0.7448,1.171,14,0.3326,0.256,6,-23.597728,-46.73229,Media
Vila Sônia,13786.01,0.7677,1.878,12,0.2246,0.2184,6,-23.591479,-46.734951,Baixa
Vila Sônia,13094.78,0.7525,1.554,12,0.2687,0.1873,6,-23.59879,-46.734269,Media
Vila Sônia,14845.12,0.7286,1.182,13,0.3218,0.1917,1,-23.60222,-46.734966,Media
Vila Sônia,13549.23,0.7557,1.157,7,0.4903,0.2412,5,-23.599015,-46.733078,Alta
Vila Sônia,12012.99,0.7767,1.718,10,0.2727,0.2606,4,-23.597563,-46.736555,Baixa
Vila Sônia,15500.84,0.7518,1.483,12,0.0737,0.2474,2,-23.5941,-46.739592,Alta
Vila Sônia,14130.22,0.7276,1.209,8,0.0595,0.2419,6,-23.60316,-46.728882,Alta
Vila Sônia,13097.81,0.7453,1.215,11,0.3574,0.2199,6,-23.598719,-46.727993,Media
Vila Sônia,16514.45,0.7853,1.25,9,0.1535,0.1244,0,-23.597232,-46.72442,Media
Vila Sônia,13850.89,0.7777,1.547,6,0.265,0.2659,5,-23.598655,-46.738849,Alta
Vila Sônia,15742.87,0.7672,1.664,9,0.3363,0.2137,3,-23.594375,-46.73035,Alta
Vila Sônia,15719.67,0.7491,1.133,13,0.1964,0.2444,0,-23.603046,-46.723325,Media
Vila Sônia,16054.34,0.7862,1.244,11,0.1112,0.3084,2,-23.603992,-46.729409,Media
Vila Sônia,14773.29,0.7967,1.207,12,0.2572,0.2777,6,-23.602771,-46.72432,Baixa
Vila Sônia,13070.86,0.748,1.657,15,0.2016,0.1838,4,-23.596674,-46.722395,Baixa
Vila Sônia,15305.31,0.7483,1.598,11,0.4079,0.1821,0,-23.598951,-46.730252,Alta
Vila Sônia,14803.63,0.746,1.451,3,0.1763,0.2136,6,-23.602028,-46.720271,Media
Vila Sônia,15138.3,0.7765,1.48,12,0.2237,0.266,5,-23.595002,-46.731928,Baixa
Vila Sônia,13949.0,0.7622,1.543,9,0.2472,0.3144,5,-23.597088,-46.738463,Media
Vila Sônia,14745.8,0.7469,1.43,7,0.4971,0.2238,1,-23.594594,-46.734929,Alta
Vila Sônia,12564.96,0.7582,1.454,9,0.3616,0.1762,6,-23.599432,-46.731995,Media
Vila Sônia,12169.52,0.7577,1.197,11,0.2405,0.2182,0,-23.602256,-46.733872,Baixa
Vila Sônia,16140.74,0.7276,1.156,7,0.3065,0.1667,5,-23.590213,-46.735666,Alta
Vila Sônia,13474.21,0.7646,1.356,7,0.2197,0.2543,2,-23.605148,-46.736212,Alta
Cambuci,17515.14,0.8162,0.773,7,0.1255,0.1499,3,-23.563935,-46.622422,Media
Cambuci,17570.82,0.8461,0.478,10,0.3162,0.192,5,-23.567319,-46.617002,Media
Cambuci,16548.2,0.8814,0.761,8,0.4581,0.2179,2,-23.569689,-46.619894,Baixa
Cambuci,15122.54,0.8279,1.053,12,0.3032,0.1579,3,-23.562564,-46.621954,Baixa
Cambuci,13656.25,0.8708,0.433,11,0.3865,0.1976,5,-23.57411,-46.628439,Media
Cambuci,13740.71,0.8504,0.569,9,0.2079,0.2548,1,-23.56955,-46.628221,Baixa
Cambuci,16115.18,0.8438,0.785,15,0.1816,0.141,5,-23.569669,-46.623878,Baixa
Cambuci,14499.08,0.8132,0.467,10,0.1407,0.2247,2,-23.561926,-46.626002,Media
Cambuci,15471.99,0.8576,0.794,11,0.2395,0.2239,6,-23.570028,-46.625298,Baixa
Cambuci,16244.04,0.818,0.592,12,0.5691,0.1987,5,-23.565143,-46.619369,Media
Cambuci,16905.28,0.8478,0.502,7,0.0669,0.2213,0,-23.562695,-46.626442,Baixa
Cambuci,15029.42,0.8548,0.82,13,0.2419,0.2224,2,-23.579393,-46.620053,Baixa
Cambuci,14040.73,0.8356,0.447,12,0.1805,0.1853,5,-23.571176,-46.618811,Baixa
Cambuci,13839.93,0.8414,0.852,12,0.1558,0.2485,0,-23.568932,-46.623687,Baixa
Cambuci,15926.43,0.8507,0.521,5,0.3938,0.2143,0,-23.567028,-46.628723,Alta
Cambuci,13295.15,0.8351,0.529,11,0.2691,0.1799,0,-23.570691,-46.622906,Media
Cambuci,15123.12,0.8452,0.473,9,0.2735,0.1745,0,-23.563455,-46.624055,Baixa
Cambuci,17822.95,0.8335,0.516,19,0.1291,0.3101,2,-23.56694,-46.621743,Baixa
Cambuci,13532.35,0.845,0.373,15,0.2465,0.2284,4,-23.574836,-46.614046,Baixa
Cambuci,15287.87,0.8394,0.449,11,0.2408,0.2369,4,-23.566739,-46.621979,Baixa
Cambuci,14480.5,0.8543,0.56,8,0.2058,0.1694,3,-23.563835,-46.618766,Baixa
Cambuci,16215.5,0.8571,0.369,17,0.543,0.205,3,-23.567112,-46.625077,Alta
Cambuci,13190.51,0.8232,0.816,15,0.2882,0.2109,1,-23.571936,-46.622429,Alta
